#YY,MM,DD,ATMP,WTMP,WVHT
2020.0,1.0,1.0,26.772222222222222,28.212500000000006,1.2458333333333333
2020.0,1.0,2.0,27.189928057553956,28.05416666666667,1.1083333333333334
2020.0,1.0,3.0,26.28472222222222,27.933333333333334,1.2125000000000001
2020.0,1.0,4.0,26.873611111111114,27.754166666666674,1.2916666666666667
2020.0,1.0,5.0,25.072222222222223,27.808333333333334,1.2333333333333334
2020.0,1.0,6.0,24.960416666666667,27.729166666666668,1.0
2020.0,1.0,7.0,26.429861111111112,27.8125,1.3541666666666667
2020.0,1.0,8.0,26.45138888888889,27.916666666666668,1.5916666666666668
2020.0,1.0,9.0,27.11875,27.899999999999995,1.4875
2020.0,1.0,10.0,27.020833333333332,27.683333333333334,2.0875
2020.0,1.0,11.0,27.092361111111114,27.48333333333333,2.558333333333333
2020.0,1.0,12.0,26.585416666666667,27.179166666666664,3.016666666666667
2020.0,1.0,13.0,26.490972222222222,27.28333333333333,3.15
2020.0,1.0,14.0,26.256944444444443,27.42083333333333,2.5458333333333334
2020.0,1.0,15.0,25.515972222222224,27.366666666666664,2.0500000000000003
2020.0,1.0,16.0,26.144444444444446,27.320833333333336,1.6083333333333334
2020.0,1.0,17.0,25.544444444444444,27.325,1.1208333333333333
2020.0,1.0,18.0,26.110416666666666,27.275000000000002,1.3166666666666667
2020.0,1.0,19.0,25.236805555555556,27.1875,3.379166666666667
2020.0,1.0,20.0,25.016666666666666,27.1375,3.1625
2020.0,1.0,21.0,26.206249999999997,27.191666666666663,1.9833333333333332
2020.0,1.0,22.0,25.8125,27.145833333333332,1.0999999999999999
2020.0,1.0,23.0,25.655555555555555,27.100000000000005,0.8541666666666666
2020.0,1.0,24.0,24.834027777777777,27.13333333333333,1.7416666666666665
2020.0,1.0,25.0,24.444444444444443,27.2625,2.0208333333333335
2020.0,1.0,26.0,24.904861111111114,27.195833333333336,1.6708333333333334
2020.0,1.0,27.0,24.71597222222222,27.145833333333332,1.1875
2020.0,1.0,28.0,25.37152777777778,27.237499999999997,1.1666666666666667
2020.0,1.0,29.0,25.991666666666667,27.462499999999995,0.9708333333333334
2020.0,1.0,30.0,26.185416666666665,27.4375,0.7875
2020.0,1.0,31.0,26.065217391304348,27.278260869565216,0.908695652173913
2020.0,2.0,1.0,26.59027777777778,27.3875,0.8833333333333333
2020.0,2.0,2.0,26.095138888888886,27.262500000000003,1.0
2020.0,2.0,3.0,26.200694444444444,27.583333333333332,0.9208333333333333
2020.0,2.0,4.0,26.782638888888886,27.458333333333332,1.2333333333333332
2020.0,2.0,5.0,26.303472222222222,27.204166666666666,1.5
2020.0,2.0,6.0,26.54236111111111,27.137500000000003,1.4166666666666667
2020.0,2.0,7.0,26.387500000000003,27.116666666666664,1.325
2020.0,2.0,8.0,26.50486111111111,27.087500000000002,1.5625
2020.0,2.0,9.0,26.455555555555556,26.879166666666663,1.4124999999999996
2020.0,2.0,10.0,26.304861111111112,26.962499999999995,1.5291666666666668
2020.0,2.0,11.0,26.57361111111111,26.991666666666664,1.5833333333333333
2020.0,2.0,12.0,26.289208633093523,27.004166666666666,1.7583333333333335
2020.0,2.0,13.0,26.44375,26.96666666666667,1.8499999999999999
2020.0,2.0,14.0,26.02777777777778,26.929166666666664,1.6500000000000001
2020.0,2.0,15.0,25.297916666666666,26.879166666666663,1.375
2020.0,2.0,16.0,25.74375,26.8875,1.3916666666666666
2020.0,2.0,17.0,26.047222222222224,26.879166666666666,1.4208333333333334
2020.0,2.0,18.0,25.99513888888889,26.84583333333333,1.6458333333333333
2020.0,2.0,19.0,25.89513888888889,26.8,1.7583333333333335
2020.0,2.0,20.0,25.975694444444443,26.77916666666667,1.4916666666666665
2020.0,2.0,21.0,25.59652777777778,26.754166666666666,1.2
2020.0,2.0,22.0,25.705555555555556,26.974999999999998,0.7416666666666667
2020.0,2.0,23.0,25.615277777777777,27.045833333333334,1.0374999999999999
2020.0,2.0,24.0,24.33263888888889,26.925,2.245833333333333
2020.0,2.0,25.0,24.81736111111111,26.72083333333333,2.2708333333333335
2020.0,2.0,26.0,25.685416666666665,26.604166666666668,1.7458333333333336
2020.0,2.0,27.0,25.427083333333332,26.666666666666668,1.4458333333333335
2020.0,2.0,28.0,25.709027777777777,26.770833333333332,1.2583333333333333
2020.0,2.0,29.0,25.595138888888886,26.825,1.0541666666666665
2020.0,3.0,1.0,25.490277777777777,26.995833333333337,0.9499999999999998
2020.0,3.0,2.0,25.135416666666668,26.979166666666668,1.5833333333333333
2020.0,3.0,3.0,25.477777777777778,26.804166666666664,1.8833333333333337
2020.0,3.0,4.0,26.175694444444446,26.799999999999997,1.6833333333333333
2020.0,3.0,5.0,26.057446808510637,26.766666666666666,1.3708333333333333
2020.0,3.0,6.0,25.674305555555556,26.791666666666668,1.125
2020.0,3.0,7.0,25.66736111111111,26.691666666666663,0.9499999999999998
2020.0,3.0,8.0,25.132638888888888,26.84583333333333,0.8916666666666667
2020.0,3.0,9.0,24.610416666666666,26.866666666666664,3.0750000000000006
2020.0,3.0,10.0,24.80625,26.708333333333332,3.391666666666667
2020.0,3.0,11.0,25.264583333333334,26.625,2.7375000000000003
2020.0,3.0,12.0,26.231944444444444,26.579166666666666,2.066666666666667
2020.0,3.0,13.0,25.820833333333333,26.754166666666666,1.6083333333333334
2020.0,3.0,14.0,25.29861111111111,27.150000000000002,1.3291666666666666
2020.0,3.0,15.0,25.549999999999997,27.10833333333333,1.7541666666666667
2020.0,3.0,16.0,25.280555555555555,26.899999999999995,1.8833333333333337
2020.0,3.0,17.0,25.704166666666666,26.849999999999998,1.6833333333333333
2020.0,3.0,18.0,25.785416666666666,26.78333333333333,1.3208333333333333
2020.0,3.0,19.0,25.927777777777777,26.65833333333333,1.4875
2020.0,3.0,20.0,25.564583333333335,26.5,1.9625000000000001
2020.0,3.0,21.0,25.29513888888889,26.370833333333334,2.45
2020.0,3.0,22.0,25.316666666666666,26.212499999999995,2.0708333333333333
2020.0,3.0,23.0,25.785416666666666,26.09583333333333,1.9625000000000001
2020.0,3.0,24.0,25.521527777777777,25.929166666666664,1.6083333333333334
2020.0,3.0,25.0,25.755555555555556,25.95,1.2208333333333332
2020.0,3.0,26.0,25.495833333333334,26.275000000000002,1.0166666666666666
2020.0,3.0,27.0,24.989583333333332,26.59166666666667,0.9458333333333334
2020.0,3.0,28.0,25.577777777777776,26.787499999999994,0.9458333333333334
2020.0,3.0,29.0,26.356944444444444,26.6375,1.4791666666666667
2020.0,3.0,30.0,25.961111111111112,26.5625,1.3458333333333332
2020.0,3.0,31.0,25.430555555555557,26.6375,1.1125
2020.0,4.0,1.0,25.65972222222222,26.704166666666666,0.9333333333333331
2020.0,4.0,2.0,26.254166666666666,26.770833333333332,0.7791666666666667
2020.0,4.0,3.0,26.429861111111112,26.84583333333333,0.6666666666666666
2020.0,4.0,4.0,26.236805555555556,27.254166666666666,1.6833333333333333
2020.0,4.0,5.0,25.895833333333332,27.22083333333333,1.9708333333333334
2020.0,4.0,6.0,26.47361111111111,27.366666666666664,2.075
2020.0,4.0,7.0,26.533333333333335,26.97083333333333,1.6791666666666665
2020.0,4.0,8.0,25.92013888888889,26.770833333333332,1.3833333333333335
2020.0,4.0,9.0,26.30972222222222,26.84166666666667,1.1624999999999999
2020.0,4.0,10.0,27.17638888888889,27.1125,0.9875000000000002
2020.0,4.0,11.0,27.04861111111111,27.2625,0.7749999999999999
2020.0,4.0,12.0,27.321527777777778,27.495833333333337,0.6708333333333334
2020.0,4.0,13.0,27.245833333333334,27.399999999999995,1.1458333333333333
2020.0,4.0,14.0,26.961111111111112,26.925,1.5958333333333332
2020.0,4.0,15.0,26.68125,26.8125,1.3541666666666667
2020.0,4.0,16.0,26.643749999999997,26.579166666666666,1.3333333333333333
2020.0,4.0,17.0,26.631944444444443,26.77916666666667,1.1125
2020.0,4.0,18.0,26.52638888888889,27.166666666666668,0.9916666666666666
2020.0,4.0,19.0,26.730555555555554,27.3,1.0458333333333334
2020.0,4.0,20.0,26.994444444444444,27.40416666666667,0.9916666666666666
2020.0,4.0,21.0,27.367361111111112,27.133333333333336,0.8166666666666668
2020.0,4.0,22.0,27.397916666666667,27.491666666666664,0.9583333333333334
2020.0,4.0,23.0,27.300694444444446,27.787499999999998,0.775
2020.0,4.0,24.0,27.2875,27.662499999999998,1.0625
2020.0,4.0,25.0,26.99722222222222,27.333333333333332,1.1041666666666667
2020.0,4.0,26.0,27.2125,27.349999999999998,1.1333333333333333
2020.0,4.0,27.0,26.90625,27.40833333333333,1.175
2020.0,4.0,28.0,26.9625,27.583333333333332,0.9833333333333333
2020.0,4.0,29.0,26.97222222222222,27.712499999999995,0.9166666666666666
2020.0,4.0,30.0,26.59097222222222,27.6875,1.0999999999999999
2020.0,5.0,1.0,27.15277777777778,27.47083333333333,1.3
2020.0,5.0,2.0,27.320138888888888,27.333333333333332,1.1958333333333335
2020.0,5.0,3.0,27.004166666666666,27.458333333333332,1.1666666666666667
2020.0,5.0,4.0,27.241666666666667,27.766666666666666,1.0166666666666666
2020.0,5.0,5.0,27.206249999999997,27.837499999999995,0.8958333333333334
2020.0,5.0,6.0,27.949305555555554,27.920833333333334,0.9750000000000001
2020.0,5.0,7.0,28.783333333333335,27.808333333333334,0.9166666666666666
2020.0,5.0,8.0,28.35,27.8875,0.7739130434782608
2020.0,5.0,9.0,27.939583333333335,28.016666666666666,0.8428571428571429
2020.0,5.0,10.0,27.57361111111111,27.850000000000005,1.06
2020.0,5.0,11.0,27.394444444444446,27.52916666666667,1.075
2020.0,5.0,12.0,27.189583333333335,27.46666666666667,0.8
2020.0,5.0,13.0,27.245833333333334,27.72083333333333,1.0294117647058822
2020.0,5.0,14.0,27.4625,27.933333333333334,0.9315789473684212
2020.0,5.0,15.0,27.261805555555554,28.0,1.0750000000000002
2020.0,5.0,16.0,27.749305555555555,27.8625,1.1714285714285713
2020.0,5.0,17.0,27.738194444444446,27.983333333333334,1.0916666666666668
2020.0,5.0,18.0,27.86388888888889,27.974999999999998,1.0444444444444443
2020.0,5.0,19.0,27.640972222222224,27.991666666666664,1.0125
2020.0,5.0,20.0,27.507638888888888,27.90416666666667,0.8916666666666667
2020.0,5.0,21.0,27.83263888888889,28.004166666666666,0.72
2020.0,5.0,22.0,28.352777777777778,28.229166666666668,0.9833333333333335
2020.0,5.0,23.0,28.491666666666667,28.3125,1.1800000000000002
2020.0,5.0,24.0,28.272916666666667,28.4375,1.2
2020.0,5.0,25.0,28.422916666666666,28.370833333333337,1.05
2020.0,5.0,26.0,28.297222222222224,28.40416666666667,0.8333333333333334
2020.0,5.0,27.0,27.62777777777778,28.525000000000002,0.6
2020.0,5.0,28.0,27.108333333333334,28.600000000000005,0.6
2020.0,5.0,29.0,27.55625,28.545833333333334,0.9750000000000001
2020.0,5.0,30.0,28.103472222222223,28.533333333333335,0.9666666666666666
2020.0,5.0,31.0,28.174305555555556,28.55416666666666,1.1
2020.0,6.0,1.0,28.054166666666667,28.3875,0.9333333333333331
2020.0,6.0,2.0,28.060416666666665,28.21666666666667,0.7
2020.0,6.0,3.0,28.19027777777778,28.40833333333333,0.8
2020.0,6.0,4.0,28.330555555555556,28.34583333333333,1.3
2020.0,6.0,5.0,28.15347222222222,27.9875,1.2666666666666666
2020.0,6.0,6.0,27.84097222222222,27.90833333333333,1.1433333333333333
2020.0,6.0,7.0,27.59652777777778,28.083333333333332,1.02
2020.0,6.0,8.0,27.568055555555556,28.3,0.7214285714285715
2020.0,6.0,9.0,27.851388888888888,28.595833333333335,0.5499999999999999
2020.0,6.0,10.0,27.92013888888889,28.833333333333332,0.5
2020.0,6.0,11.0,27.697916666666668,28.89166666666667,0.43333333333333335
2020.0,6.0,12.0,27.572222222222223,28.87083333333333,0.6999999999999998
2020.0,6.0,13.0,28.227083333333333,28.883333333333333,0.75
2020.0,6.0,14.0,28.704166666666666,28.954166666666666,0.8
2020.0,6.0,15.0,28.501388888888886,28.849999999999998,0.9500000000000001
2020.0,6.0,16.0,28.375694444444445,28.808333333333337,0.82
2020.0,6.0,17.0,28.377083333333335,28.6875,1.0
2020.0,6.0,18.0,28.27777777777778,28.599999999999998,1.042857142857143
2020.0,6.0,19.0,28.539583333333333,28.5625,1.02
2020.0,6.0,20.0,28.50069444444445,28.366666666666664,1.05
2020.0,6.0,21.0,28.569444444444443,28.441666666666666,1.05
2020.0,6.0,22.0,28.956249999999997,28.625,1.0166666666666666
2020.0,6.0,23.0,28.988888888888887,28.783333333333335,0.8800000000000001
2020.0,6.0,24.0,28.273611111111112,28.708333333333332,0.8428571428571429
2020.0,6.0,25.0,28.59861111111111,28.62083333333333,1.0666666666666667
2020.0,6.0,26.0,28.685416666666665,28.700000000000003,1.1714285714285715
2020.0,6.0,27.0,28.936111111111114,28.599999999999998,1.1833333333333333
2020.0,6.0,28.0,28.896747967479676,28.804166666666667,1.0
2020.0,6.0,29.0,28.40277777777778,29.0,0.8625
2020.0,6.0,30.0,28.336805555555557,29.025000000000002,0.8357142857142856
2020.0,7.0,1.0,28.659027777777776,29.041666666666668,0.9499999999999998
2020.0,7.0,2.0,28.85107913669065,29.125,1.1529411764705884
2020.0,7.0,3.0,29.09305555555555,29.13333333333334,1.0
2020.0,7.0,4.0,28.946527777777778,29.10833333333333,0.9499999999999998
2020.0,7.0,5.0,28.564583333333335,29.19166666666667,0.8999999999999999
2020.0,7.0,6.0,28.71388888888889,29.149999999999995,1.0999999999999999
2020.0,7.0,7.0,28.640277777777776,29.07916666666667,1.2888888888888888
2020.0,7.0,8.0,28.511805555555554,28.974999999999998,1.355
2020.0,7.0,9.0,28.733333333333334,28.891666666666666,1.1708333333333334
2020.0,7.0,10.0,28.712230215827336,28.958333333333332,1.1555555555555557
2020.0,7.0,11.0,28.65555555555555,28.895833333333332,1.25
2020.0,7.0,12.0,27.691666666666666,28.908333333333335,1.2285714285714284
2020.0,7.0,13.0,28.859722222222224,29.083333333333332,1.1500000000000001
2020.0,7.0,14.0,29.00972222222222,29.016666666666666,1.1333333333333333
2020.0,7.0,15.0,28.75347222222222,29.066666666666663,1.0
2020.0,7.0,16.0,28.271527777777777,28.99166666666666,1.05
2020.0,7.0,17.0,28.430555555555557,28.987499999999997,0.8999999999999999
2020.0,7.0,18.0,28.105555555555554,29.25833333333334,0.76
2020.0,7.0,19.0,28.26111111111111,29.25833333333334,0.8
2020.0,7.0,20.0,28.702083333333334,29.358333333333334,1.0
2020.0,7.0,21.0,28.57222222222222,29.262500000000003,0.9833333333333333
2020.0,7.0,22.0,28.404166666666665,29.23333333333333,1.1800000000000002
2020.0,7.0,23.0,28.489583333333332,29.095833333333335,1.3
2020.0,7.0,24.0,28.406474820143885,28.974999999999998,1.4454545454545453
2020.0,7.0,25.0,29.20902777777778,28.98333333333333,1.5299999999999998
2020.0,7.0,26.0,29.082638888888887,29.099999999999998,1.2833333333333332
2020.0,7.0,27.0,28.811111111111114,29.19166666666667,1.2
2020.0,7.0,28.0,29.038194444444443,29.24583333333333,1.3416666666666666
2020.0,7.0,29.0,28.679166666666667,29.004166666666663,1.911111111111111
2020.0,7.0,30.0,26.970833333333335,28.454166666666666,2.0
2020.0,7.0,31.0,28.313888888888886,28.02916666666667,1.3384615384615384
2020.0,8.0,1.0,28.371631205673758,28.625,1.05
2020.0,8.0,2.0,28.456944444444446,28.887500000000003,0.8333333333333334
2020.0,8.0,3.0,29.25486111111111,29.091666666666665,0.9250000000000002
2020.0,8.0,4.0,29.072916666666668,29.220833333333335,0.9214285714285714
2020.0,8.0,5.0,28.90694444444445,29.1875,0.7916666666666666
2020.0,8.0,6.0,28.715972222222224,29.25833333333334,0.6705882352941176
2020.0,8.0,7.0,28.801388888888887,29.19583333333334,0.7142857142857143
2020.0,8.0,8.0,29.028472222222224,29.17916666666666,0.9714285714285713
2020.0,8.0,9.0,29.13888888888889,29.26666666666667,0.86875
2020.0,8.0,10.0,28.672222222222224,29.216666666666665,0.8999999999999999
2020.0,8.0,11.0,28.58888888888889,29.154166666666665,0.8599999999999999
2020.0,8.0,12.0,28.909027777777776,29.174999999999997,1.0941176470588236
2020.0,8.0,13.0,28.849999999999998,28.912499999999998,1.0555555555555556
2020.0,8.0,14.0,28.690277777777776,29.05416666666666,1.0285714285714287
2020.0,8.0,15.0,28.42158273381295,29.166666666666668,1.11875
2020.0,8.0,16.0,29.097841726618704,29.549999999999997,1.0333333333333332
2020.0,8.0,17.0,29.296527777777776,29.61666666666666,1.2
2020.0,8.0,18.0,29.491666666666667,29.479166666666668,1.15
2020.0,8.0,19.0,29.327777777777776,29.174999999999997,1.1222222222222222
2020.0,8.0,20.0,28.93402777777778,29.020833333333332,1.0944444444444443
2020.0,8.0,21.0,28.68819444444445,29.308333333333337,1.0666666666666667
2020.0,8.0,22.0,27.304166666666667,29.42916666666666,1.0388888888888888
2020.0,8.0,23.0,28.739583333333332,29.0625,1.011111111111111
2020.0,8.0,24.0,27.618055555555557,29.14166666666667,0.9833333333333333
2020.0,8.0,25.0,27.636805555555554,29.183333333333337,0.9555555555555555
2020.0,8.0,26.0,28.869444444444444,29.375,0.9277777777777777
2020.0,8.0,27.0,28.900757575757577,29.47083333333333,0.8999999999999999
2020.0,8.0,28.0,29.35347222222222,29.44583333333334,0.9333333333333332
2020.0,8.0,29.0,29.202083333333334,29.55833333333333,0.9666666666666667
2020.0,8.0,30.0,29.320833333333333,29.604166666666668,1.0
2020.0,8.0,31.0,29.39652777777778,29.462500000000002,1.0166666666666666
2020.0,9.0,1.0,28.556944444444444,29.424999999999997,1.0333333333333334
2020.0,9.0,2.0,29.03055555555555,29.25,1.05
2020.0,9.0,3.0,28.209722222222222,29.25416666666667,1.0666666666666667
2020.0,9.0,4.0,28.510416666666668,29.266666666666666,1.0833333333333335
2020.0,9.0,5.0,29.03758865248227,29.32173913043479,1.1
2020.0,9.0,6.0,28.86111111111111,29.345833333333335,1.0944444444444446
2020.0,9.0,7.0,28.219444444444445,29.408333333333335,1.088888888888889
2020.0,9.0,8.0,27.959722222222222,29.487499999999997,1.0833333333333335
2020.0,9.0,9.0,28.494444444444444,29.50833333333334,1.0777777777777777
2020.0,9.0,10.0,28.717361111111114,29.57083333333334,1.0722222222222222
2020.0,9.0,11.0,28.40232558139535,29.8125,1.0666666666666667
2020.0,9.0,12.0,28.234027777777776,29.89166666666667,1.3583333333333334
2020.0,9.0,13.0,28.63941605839416,29.862499999999997,1.65
2020.0,9.0,14.0,28.90555555555555,29.783333333333335,1.7371052631578947
2020.0,9.0,15.0,29.154166666666665,29.837499999999995,1.8242105263157895
2020.0,9.0,16.0,29.331944444444446,29.845833333333335,1.9113157894736843
2020.0,9.0,17.0,29.358333333333334,29.933333333333337,1.9984210526315789
2020.0,9.0,18.0,29.24513888888889,30.020833333333332,2.0855263157894735
2020.0,9.0,19.0,28.70902777777778,30.137500000000003,2.1726315789473682
2020.0,9.0,20.0,28.349305555555556,30.354166666666668,2.259736842105263
2020.0,9.0,21.0,28.639583333333334,30.275000000000002,2.346842105263158
2020.0,9.0,22.0,28.939583333333335,30.412500000000005,2.4339473684210526
2020.0,9.0,23.0,28.78125,30.200000000000003,2.5210526315789474
2020.0,9.0,24.0,28.09027777777778,29.93333333333333,2.5416666666666665
2020.0,9.0,25.0,28.75347222222222,30.054166666666667,1.9583333333333333
2020.0,9.0,26.0,28.811111111111114,30.104166666666668,1.3041666666666665
2020.0,9.0,27.0,29.10763888888889,30.07083333333334,0.9125000000000001
2020.0,9.0,28.0,28.112499999999997,29.79583333333333,0.9750000000000001
2020.0,9.0,29.0,28.363194444444446,29.662500000000005,1.0791666666666666
2020.0,9.0,30.0,29.008333333333333,29.604166666666668,1.2083333333333333
2020.0,10.0,1.0,28.219444444444445,29.450000000000003,1.3125
2020.0,10.0,2.0,28.221830985915492,29.441666666666663,1.3416666666666668
2020.0,10.0,3.0,27.674999999999997,29.462499999999995,0.9875000000000002
2020.0,10.0,4.0,27.745833333333334,29.516666666666666,0.9083333333333334
2020.0,10.0,5.0,27.569444444444443,29.458333333333332,1.1083333333333334
2020.0,10.0,6.0,27.895833333333332,29.29583333333333,1.1041666666666667
2020.0,10.0,7.0,27.907638888888886,29.4375,0.9708333333333332
2020.0,10.0,8.0,28.03472222222222,29.479166666666668,0.85
2020.0,10.0,9.0,28.09027777777778,29.724999999999998,0.8208333333333333
2020.0,10.0,10.0,28.227777777777778,29.762500000000003,0.7166666666666667
2020.0,10.0,11.0,28.033333333333335,29.658333333333335,0.6625
2020.0,10.0,12.0,28.639583333333334,29.6875,0.85
2020.0,10.0,13.0,27.990972222222222,29.766666666666666,0.875
2020.0,10.0,14.0,27.789583333333333,29.674999999999997,0.6958333333333333
2020.0,10.0,15.0,27.855555555555554,29.6875,0.6375
2020.0,10.0,16.0,27.856944444444444,29.57916666666667,0.9958333333333333
2020.0,10.0,17.0,27.572222222222223,29.474999999999998,0.8708333333333332
2020.0,10.0,18.0,27.669444444444444,29.55416666666666,0.75
2020.0,10.0,19.0,27.542424242424243,29.74090909090909,0.6863636363636363
2020.0,10.0,20.0,27.955223880597014,29.708333333333332,1.5375000000000003
2020.0,10.0,21.0,27.71388888888889,29.716666666666665,2.4458333333333333
2020.0,10.0,22.0,28.75069444444445,29.566666666666677,2.5458333333333334
2020.0,10.0,23.0,28.75069444444445,29.549999999999997,1.5374999999999999
2020.0,10.0,24.0,29.15694444444445,29.50833333333334,1.2166666666666666
2020.0,10.0,25.0,28.813888888888886,29.391666666666666,1.2166666666666666
2020.0,10.0,26.0,28.87569444444445,29.32916666666667,1.7875000000000003
2020.0,10.0,27.0,28.345833333333335,29.279166666666665,1.675
2020.0,10.0,28.0,28.64087591240876,29.254166666666663,1.6791666666666667
2020.0,10.0,29.0,27.20486111111111,29.024999999999995,1.5416666666666667
2020.0,10.0,30.0,28.625,28.85833333333333,1.5125
2020.0,10.0,31.0,28.73680555555556,28.98333333333333,1.4333333333333333
2020.0,11.0,1.0,28.422916666666666,28.9375,1.3999999999999997
2020.0,11.0,2.0,27.816666666666666,28.966666666666665,1.425
2020.0,11.0,3.0,28.456944444444446,29.00833333333334,1.4708333333333332
2020.0,11.0,4.0,28.04236111111111,29.00833333333334,1.2916666666666665
2020.0,11.0,5.0,27.42608695652174,29.03333333333333,1.8874999999999997
2020.0,11.0,6.0,27.360869565217392,28.979166666666668,1.4875
2020.0,11.0,7.0,27.62013888888889,28.93333333333333,1.4124999999999999
2020.0,11.0,8.0,27.185185185185187,28.933333333333326,1.3500000000000003
2020.0,11.0,9.0,26.863194444444446,28.849999999999998,1.4583333333333333
2020.0,11.0,10.0,26.509722222222223,28.799999999999997,1.9249999999999998
2020.0,11.0,11.0,26.029861111111114,28.80416666666666,2.0083333333333333
2020.0,11.0,12.0,26.350694444444443,28.729166666666668,1.7041666666666666
2020.0,11.0,13.0,27.87857142857143,28.678571428571427,1.8499999999999996
2020.0,11.0,14.0,27.421527777777776,28.62916666666667,1.6708333333333334
2020.0,11.0,15.0,27.62777777777778,28.616666666666667,1.5458333333333334
2020.0,11.0,16.0,27.248611111111114,28.537499999999998,1.2874999999999999
2020.0,11.0,17.0,27.068055555555556,28.483333333333334,1.3041666666666665
2020.0,11.0,18.0,27.214583333333334,28.479166666666668,1.0750000000000002
2020.0,11.0,19.0,27.255555555555556,28.504166666666663,0.9541666666666667
2020.0,11.0,20.0,27.677777777777777,28.433333333333334,1.4958333333333333
2020.0,11.0,21.0,27.1875,28.40416666666667,1.8958333333333333
2020.0,11.0,22.0,26.59652777777778,28.40833333333333,1.6291666666666667
2020.0,11.0,23.0,26.681944444444444,28.416666666666668,1.3291666666666666
2020.0,11.0,24.0,26.632638888888888,28.32916666666667,1.1208333333333333
2020.0,11.0,25.0,25.606944444444444,28.258333333333336,1.0374999999999999
2020.0,11.0,26.0,26.790277777777778,28.36666666666667,1.8041666666666663
2020.0,11.0,27.0,26.594444444444445,28.54583333333333,1.7625
2020.0,11.0,28.0,25.92013888888889,28.60833333333333,1.7083333333333333
2020.0,11.0,29.0,26.8125,28.549999999999997,1.4041666666666668
2020.0,11.0,30.0,26.71597222222222,28.44583333333334,1.1375
2020.0,12.0,1.0,26.40625,28.38333333333333,1.0333333333333332
2020.0,12.0,2.0,26.225694444444443,28.40833333333333,1.0333333333333334
2020.0,12.0,3.0,26.446527777777778,28.27916666666667,1.2541666666666667
2020.0,12.0,4.0,26.943055555555556,28.129166666666666,1.5666666666666667
2020.0,12.0,5.0,25.760416666666668,27.983333333333334,1.4416666666666667
2020.0,12.0,6.0,25.530555555555555,27.924999999999997,1.275
2020.0,12.0,7.0,25.693805309734515,27.954166666666666,1.241666666666667
2020.0,12.0,8.0,26.870833333333334,27.962499999999995,0.9708333333333332
2020.0,12.0,9.0,26.427777777777777,28.00833333333333,0.8000000000000002
2020.0,12.0,10.0,26.675694444444446,28.150000000000002,1.25
2020.0,12.0,11.0,26.325000000000003,28.020833333333332,1.3958333333333333
2020.0,12.0,12.0,26.29513888888889,27.833333333333332,1.3333333333333333
2020.0,12.0,13.0,26.683333333333334,27.899999999999995,1.3208333333333335
2020.0,12.0,14.0,26.679166666666667,27.974999999999998,1.4958333333333333
2020.0,12.0,15.0,26.964748201438848,27.954166666666666,1.452941176470588
2020.0,12.0,16.0,26.688194444444445,27.908333333333335,1.5182093425605534
2020.0,12.0,17.0,26.424305555555556,27.85833333333333,1.5834775086505188
2020.0,12.0,18.0,26.693055555555556,27.84583333333333,1.6487456747404843
2020.0,12.0,19.0,27.049999999999997,27.816666666666666,1.7140138408304497
2020.0,12.0,20.0,26.908333333333335,27.85833333333333,1.7792820069204152
2020.0,12.0,21.0,26.68402777777778,27.929166666666664,1.8445501730103804
2020.0,12.0,22.0,27.302083333333332,27.962500000000002,1.9098183391003458
2020.0,12.0,23.0,26.9625,27.900000000000002,1.9750865051903113
2020.0,12.0,24.0,26.510416666666668,27.775000000000002,2.0403546712802765
2020.0,12.0,25.0,26.290972222222223,27.53333333333333,2.105622837370242
2020.0,12.0,26.0,26.018055555555556,27.7,2.1708910034602074
2020.0,12.0,27.0,25.761805555555554,27.866666666666664,2.236159169550173
2020.0,12.0,28.0,25.879166666666666,27.866666666666664,2.3014273356401382
2020.0,12.0,29.0,26.085416666666667,27.891666666666666,2.3666955017301037
